omimatricula;cc_nit
9266475;800.256.551-8
9266530;806.013.504-0
15409040801;900.371.443-5
163754S;900.025.233-2
16703;900.371.443-5
9000699;860.005.101-9
9205940;860.532.426-7
9260835;819.005.800-1
9579535;800.256.551-8
9232448;900.180.400-9
9466582;800.067.129-1
9258870;800.256.551-8
9309423;800.256.551-8
9224465;900.180.400-9
9232448;800.182.535-0
9684213;900.477.097-6
9441192;800.256.551-8
9249178;800.256.551-8
9261516;900.260.012-8
9262637;800.067.129-1
9263198;800.256.551-8
9260835;900.509.692-8
9264790;800.067.129-1
9314052;806.004.303-9
9207443;806.004.303-9
9209506;860.005.101-9
9213117;806.004.569-0
9082738;800.246.993-7
9117313;800.246.993-7
9308998;800.182.535-0
9188788;800.182.535-0
9308819;900.180.400-9
9351452;800.182.535-0
9530618;860.532.426-7
9279123;800.067.129-1
9279367;900.149.893-6
9279549;800.067.129-1
9303510;800.067.129-1
9303833;800.067.129-1
9304306;802.017.871-2
9285122;800.067.129-1
9285122;900.477.097-6
9285354;819.005.800-1
9117313;860.532.426-7
9117624;806.004.569-0
9128439;835.001.843-6
666303;73.072.533
670349;73.072.533
662666;73.072.533
663758;73.072.533
782005;73.072.533
828087;73.072.533
811212;73.072.533
816498;73.072.533
394641;73.072.533
401214252;73.072.533
1091140;73.072.533
9279771;800.067.129-1
9285354;900.477.097-6
9286633;900.477.097-6
9286786;800.235.053-1
9287132;900.149.893-6
9241102;800.256.551-8
9257010;860.532.426-7
9441207;800.182.535-0
9152466;900.477.097-6
9417309;900.180.400-9
9579781;860.532.426-7
9296248;900.477.097-6
9536791;860.532.426-7
9573866;800.116.249-8
9674787;900.477.097-6
9224879;800.067.129-1
8709157;806.004.569-0
9043691;806.004.569-0
9044011;830.506.584-3
1071046;73.072.533
40667;73.072.533
1072753;73.072.533
1080450;73.072.533
907528;73.072.533
908049;73.072.533
9267601;800.067.129-1
9268710;800.181.561-8
9421960;800.067.129-1
9601235;900.587.386-1
9408463;900.587.386-1
9615327;900.477.097-6
9340714;900.477.097-6
8819938;860.532.426-7
9622679;802.019.981-3
9557874;800.067.129-1
AMMT-2414;839.000.441-9
AQYM-2495;839.000.441-9
9481453;860.532.426-7
9604861;901.102.112-3
9220988;860.532.426-7
9287340;800.067.129-1
9287340;806.004.303-9
9246798;800.256.551-8
9246803;800.256.551-8
9249283;900.477.097-6
9215878;860.005.101-9
9290141;800.067.129-1
44504-13;73.072.533
860718;73.072.533
859985;73.072.533
857379;73.072.533
835174;73.072.533
835512;73.072.533
835719;73.072.533
835911;73.072.533
837121;73.072.533
837896;73.072.533
837897;73.072.533
9389679;800.182.535-0
9247780;900.180.400-9
9280885;800.256.551-8
9283629;800.256.551-8
9592886;860.532.426-7
9250737;800.256.551-8
9340714;800.113.951-7
9557874;800.116.249-8
9442469;900.864.362-3
9313058;800.113.951-7
9489845;900.477.097-6
9250165;800.256.551-8
9250490;800.182.535-0
9251080;900.477.097-6
9319753;860.532.426-7
9319765;860.532.426-7
9314064;800.067.129-1
9314909;900.587.386-1
9314911;800.182.535-0
9315068;800.256.551-8
9255012;800.067.129-1
9255050;806.004.303-9
834401;73.072.533
831396;73.072.533
70808;73.072.533
692994;73.072.533
698440;73.072.533
721172;73.072.533
753094;73.072.533
735594;73.072.533
729069;73.072.533
47001-PEXT-1;839.000.441-9
5187740;839.000.441-9
9718997;901.102.112-3
9584231;800.113.951-7
9300752;800.113.951-7
9782302;901.102.112-3
U-0317067;839.000.441-9
9581239;800.113.951-7
9487988;800.067.129-1
9149378;835.001.707-2
9149689;900.374.883-6
9150731;835.001.500-5
9208203;835.001.707-2
9134622;800.116.249-8
9316220;900.477.097-6
9316220;800.067.129-1
9200342;900.477.097-6
9327736;800.067.129-1
9328558;860.532.426-7
9328936;800.067.129-1
9255191;900.149.893-6
9294941;860.532.426-7
9296224;860.532.426-7
9296224;800.067.129-1
9238208;860.532.426-7
9239630;802.017.871-2
9421960;800.256.551-8
9257010;800.256.551-8
9307334;800.256.551-8
9182942;800.182.535-0
9281011;800.182.535-0
9402926;800.182.535-0
9282493;800.182.535-0
9306794;900.180.400-9
74769-A;73.072.533
744129;73.072.533
688712;73.072.533
678105;73.072.533
6725066;73.072.533
673137;73.072.533
6471;73.072.533
647214;73.072.533
9329447;806.004.303-9
9330020;802.017.871-2
9304124;800.067.129-1
9304203;806.004.303-9
9304215;800.067.129-1
9644196;800.067.129-1
9461075;800.067.129-1
9704829;860.532.426-7
9137571;802.008.802-6
9138288;800.249.687-1
9139048;806.004.569-0
9139062;806.004.569-0
9228306;860.006.765-3
9119995;819.005.800-1
9326718;800.182.535-0
9194995;800.256.551-8
9286023;800.256.551-8
9282493;800.256.551-8
9236248;800.182.535-0
9313307;900.477.097-6
9313474;800.256.551-8
9314624;800.067.129-1
9487988;900.477.097-6
9711133;860.532.426-7
9693197;900.477.097-6
9568005;800.067.129-1
9644172;900.477.097-6
46195-PEXT-1;839.000.441-9
9155107;800.249.687-1
9186364;800.067.129-1
9187368;800.246.993-7
9187538;800.116.249-8
654431;73.072.533
631911;73.072.533
630636;73.072.533
599802;73.072.533
566914;73.072.533
569941;73.072.533
578752;73.072.533
586885;73.072.533
9300128;900.477.097-6
9300374;900.624.883-1
9300491;900.477.097-6
9300582;900.624.883-1
9300752;860.532.426-7
9228239;806.004.303-9
9429182;860.532.426-7
9288887;900.587.386-1
9286592;800.113.951-7
9286621;800.067.129-1
9282431;806.004.303-9
9282431;900.502.353-4
9281932;800.182.535-0
9399090;860.532.426-7
9701360;900.477.097-6
9346354;800.113.951-7
9493896;900.864.362-3
9765706;806.004.303-9
9710579;860.532.426-7
9460033;800.067.129-1
9567776;860.532.426-7
8507391;835.001.707-2
8508905;802.008.802-6
9177985;830.506.584-3
9230012;800.067.129-1
9230919;835.001.707-2
9179828;860.005.101-9
9181376;860.031.615-2
9181493;835.001.707-2
9228734;800.067.129-1
9231626;800.182.535-0
9266205;900.477.097-6
9266308;800.116.249-8
9266449;900.149.893-6
9197533;900.374.883-6
590888;73.072.533
55210;73.072.533
9732242;800.067.129-1
9248849;800.067.129-1
9313498;800.256.551-8
9417024;800.182.535-0
9398723;800.182.535-0
9703605;800.067.129-1
9433614;800.067.129-1
AMMT-3310;839.000.441-9
9300570;806.004.303-9
9300752;819.005.800-1
9240847;800.256.551-8
9221114;900.477.097-6
9221360;835.001.707-2
9221815;860.031.615-2
1919;73.072.533
5374248;73.072.533
16249;73.072.533
163161S;73.072.533
919762;900.025.233-2
9197935;819.005.800-1
9200031;806.013.504-0
9579030;800.256.551-8
9226968;800.067.129-1
9395379;900.587.386-1
9239848;800.182.535-0
9248849;800.182.535-0
9321718;800.256.551-8
9301005;800.182.535-0
9200378;800.067.129-1
9271834;800.182.535-0
9272204;800.182.535-0
9315537;900.477.097-6
9792450;860.532.426-7
9439137;900.477.097-6
9784362;800.113.951-7
9605865;900.477.097-6
9589255;800.113.951-7
9743162;800.113.951-7
9660621;800.067.129-1
9221827;860.031.615-2
9267699;860.005.101-9
9221683;800.256.551-8
9236080;860.532.426-7
156849S;73.072.533
146780610;73.072.533
1521;73.072.533
12846;73.072.533
1061620;73.072.533
1236263;73.072.533
1236524;73.072.533
1249445;73.072.533
1257276;73.072.533
1045515;73.072.533
1047418;73.072.533
9286906;900.149.893-6
9286932;800.067.129-1
9287170;900.477.097-6
9287443;819.005.800-1
9288538;860.532.426-7
9273624;800.182.535-0
9290359;900.587.386-1
9660358;900.587.386-1
9336426;800.256.551-8
9316127;900.587.386-1
9610793;800.256.551-8
9406001;900.587.386-1
9194995;800.182.535-0
9170262;830.506.584-3
9521203;800.067.129-1
9552367;800.116.249-8
9644196;900.477.097-6
9300879;800.116.249-8
9236092;900.477.097-6
9181170;800.182.535-0
9273636;800.181.561-8
9328560;900.477.097-6
9330329;800.067.129-1
9330379;830.506.584-3
9298363;800.116.249-8
1047772;73.072.533
1037837;73.072.533
30700A;73.072.533
38797425;73.072.533
2MN306D;73.072.533
6743063401;73.072.533
1227725;73.072.533
1212470;73.072.533
5146;73.072.533
26356;73.072.533
9445708;806.004.303-9
9418482;800.182.535-0
9293129;860.532.426-7
9579585;900.180.400-9
9610781;800.256.551-8
9247780;800.256.551-8
9625968;800.256.551-8
9253313;800.182.535-0
9265744;800.256.551-8
AMMT-2671;839.000.441-9
9304540;800.067.129-1
9697868;900.477.097-6
9675640;830.506.584-3
7926162;800.113.951-7
9590840;800.067.129-1
9244893;860.532.426-7
9246451;800.256.551-8
44567-13;900.025.233-2
9288813;800.182.535-0
9288825;800.182.535-0
1203182;73.072.533
1202933;73.072.533
1203176;73.072.533
015848-F;73.072.533
11712;73.072.533
1158944;73.072.533
1148049;73.072.533
1109316;73.072.533
1118444;73.072.533
11315;73.072.533
1104268;73.072.533
9248825;800.182.535-0
9589944;800.182.535-0
9236353;800.256.551-8
9292503;800.256.551-8
9355484;802.019.981-3
9592783;800.067.129-1
9446570;800.067.129-1
9346366;800.067.129-1
9117325;860.532.426-7
9118290;800.181.561-8
9168324;860.005.101-9
9168893;860.532.426-7
9169316;802.008.802-6
9169330;835.001.707-2
9275024;860.005.101-9
9275036;860.005.101-9
9275062;860.005.101-9
9384203;860.532.426-7
9360465;800.182.535-0
9579585;800.256.551-8
9472622;800.256.551-8
9270529;900.180.400-9
9259173;900.587.386-1
9412098;800.182.535-0
9494383;800.067.129-1
9624902;800.116.249-8
9585601;901.102.112-3
9560390;900.477.097-6
9304071;901.102.112-3
9538751;806.004.303-9
9214161;800.067.129-1
9214173;800.116.249-8
9214848;900.477.097-6
9215878;800.235.053-1
9289518;800.256.551-8
9289764;800.182.535-0
9252436;800.182.535-0
9252448;800.256.551-8
9204348;835.001.707-2
9204984;800.249.687-1
9205902;800.246.993-7
9206011;860.006.765-3
9189677;800.116.249-8
9191230;800.116.249-8
9182019;860.532.426-7
9257993;800.182.535-0
9604079;800.182.535-0
9470284;900.587.386-1
9270517;800.256.551-8
9568213;800.067.129-1
8697902;901.029.341-1
9414929;800.067.129-1
9254537;800.067.129-1
9254680;900.624.883-1
9254680;800.067.129-1
9177052;900.374.883-6
9373656;900.587.386-1
9594755;900.180.400-9
9593426;860.532.426-7
9429182;900.180.400-9
9417323;900.587.386-1
9331921;800.116.249-8
9507520;800.067.129-1
9426049;900.624.883-1
9512290;800.116.249-8
9414890;830.506.584-3
9284659;901.102.112-3
9178068;800.256.551-8
917825;900.025.233-2
917827;900.025.233-2
9180358;819.005.800-1
9218272;900.477.097-6
9219276;800.182.535-0
9220483;800.067.129-1
9282998;860.532.426-7
9408322;800.256.551-8
9537771;800.182.535-0
9660360;800.182.535-0
9222479;806.004.303-9
9182162;900.477.097-6
9242302;811.001.005-3
9232814;860.532.426-7
9235098;860.005.101-9
9221061;800.235.053-1
9221061;806.004.569-0
9221205;900.624.883-1
9152478;819.005.800-1
9156785;900.624.883-1
9600619;800.116.249-8
9038488;860.532.426-7
9446453;800.067.129-1
9332963;860.532.426-7
9316828;800.067.129-1
9290593;800.067.129-1
9290696;806.004.303-9
9290892;819.005.800-1
9323352;800.181.561-8
9237802;900.180.400-9
9346859;800.256.551-8
9265366;800.256.551-8
9312846;800.256.551-8
9235103;800.235.053-1
9235103;860.005.101-9
9214575;860.031.615-2
9233337;800.067.129-1
9234214;900.149.893-6
710218;900.025.233-2
7119721;900.371.443-5
9159115;860.532.426-7
9159426;802.017.871-2
9718818;800.256.551-8
9217761;860.532.426-7
9675688;800.113.951-7
9460033;900.864.362-3
9323364;800.182.535-0
9343833;800.067.129-1
9215177;860.005.101-9
9230517;860.532.426-7
9292187;900.180.400-9
9759745;800.256.551-8
9309007;800.256.551-8
9282792;800.256.551-8
9436941;800.256.551-8
9714680;800.113.951-7
9388027;800.256.551-8
9501851;900.624.883-1
9189902;860.532.426-7
9446520;800.067.129-1
916020;900.025.233-2
9161182;800.116.249-8
9161211;800.116.249-8
9161508;806.004.303-9
9172430;800.067.129-1
9172961;800.116.249-8
9173331;800.116.249-8
9173355;800.181.561-8
9226504;860.006.765-3
9226750;800.246.993-7
9319545;900.587.386-1
9224465;860.532.426-7
9205885;806.004.303-9
9216559;900.587.386-1
9412098;800.256.551-8
9723095;800.182.535-0
9732242;800.256.551-8
9624067;800.256.551-8
9462495;800.113.951-7
9236078;800.113.951-7
9300570;800.116.249-8
9264283;800.256.551-8
9490741;802.019.981-3
9684213;900.864.362-3
9715464;900.624.883-1
7632280;900.477.097-6
7632280;806.004.569-0
7710903;900.477.097-6
9227871;835.001.707-2
9187033;900.374.883-6
9187576;800.067.129-1
9188037;800.116.249-8
9721035;800.067.129-1
9541825;900.477.097-6
9634440;800.113.951-7
9624641;860.532.426-7
9410480;860.532.426-7
9435117;860.532.426-7
9558177;830.506.584-3
7726718;900.477.097-6
7800605;900.477.097-6
9693070;800.256.551-8
9472634;900.587.386-1
9304356;800.256.551-8
9578658;860.532.426-7
9395317;900.587.386-1
9280885;800.182.535-0
9189782;806.004.303-9
9189897;860.532.426-7
8207941;800.116.249-8
9401336;860.532.426-7
9299616;900.477.097-6
9311189;800.113.951-7
9444534;901.102.112-3
9581239;800.067.129-1
9511533;800.182.535-0
9466582;800.256.551-8
9385192;860.532.426-7
9316232;800.256.551-8
8009571;900.477.097-6
8009571;800.067.129-1
916578;900.025.233-2
9696096;806.004.303-9
9487976;900.864.362-3
9552393;900.477.097-6
9697868;830.506.584-3
9467603;900.477.097-6
9414929;901.102.112-3
9304576;800.067.129-1
9305099;900.149.893-6
9305544;860.532.426-7
9511533;800.067.129-1
9745237;800.256.551-8
9161869;860.532.426-7
9169249;800.067.129-1
9192478;800.235.053-1
9611905;830.506.584-3
9545297;800.067.129-1
9297929;860.532.426-7
9481441;900.864.362-3
9224879;800.113.951-7
9296200;860.532.426-7
9299719;800.182.535-0
9258870;900.180.400-9
9294551;800.182.535-0
9293131;800.256.551-8
9236547;800.249.687-1
9453080;830.506.584-3
9558177;800.113.951-7
9272448;830.506.584-3
9678329;900.477.097-6
9191474;860.532.426-7
9452476;800.067.129-1
9341146;800.182.535-0
9452579;800.067.129-1
9650779;800.113.951-7
9384954;830.506.584-3
9203291;860.532.426-7
740568;900.025.233-2
740751;900.025.233-2
7419911;900.025.233-2
9149029;800.067.129-1
9110286;800.116.249-8
9231509;860.532.426-7
9330874;900.180.400-9
9407263;860.532.426-7
NY9131F;900.087.622-1
8650784;900.087.622-1
8907424;900.087.622-1
9446087;800.067.129-1
9271391;900.477.097-6
9750828;800.067.129-1
9446441;800.113.951-7
9438054;900.624.883-1
9698977;806.004.303-9
9007489;900.477.097-6
8134663;900.087.622-1
9144196;900.087.622-1
7211074;900.087.622-1
8806747;900.087.622-1
9552381;900.864.362-3
9576791;900.864.362-3
9732424;800.113.951-7
9271614;900.477.097-6
9742209;800.067.129-1
9159153;860.532.426-7
9159438;835.001.707-2
9159842;860.532.426-7
9160279;860.532.426-7
9112911;800.067.129-1
9113862;835.001.707-2
9222572;860.031.615-2
9202857;800.182.535-0
D199230;900.087.622-1
9589396;800.116.249-8
9768019;860.532.426-7
9487031;900.477.097-6
9592173;830.506.584-3
9522647;800.067.129-1
9602734;900.477.097-6
9258349;800.116.249-8
9260653;800.246.993-7
9261449;860.031.615-2
9261815;800.159.356-2
9176266;900.477.097-6
9713909;802.019.981-3
9456692;860.532.426-7
9113410;901.102.112-3
9479204;800.067.129-1
9276030;800.067.129-1
9277656;800.246.993-7
9237199;835.001.707-2
9237486;802.008.802-6
9138109;900.624.883-1
9138850;800.194.221-5
9138953;806.004.303-9
9310410;900.477.097-6
9425136;900.477.097-6
9481427;800.067.129-1
9581758;800.113.951-7
9500106;901.102.112-3
8819213;900.477.097-6
9253404;800.246.993-7
9254628;800.246.993-7
9325178;802.008.802-6
9325180;802.008.802-6
9324095;800.116.249-8
9324112;806.004.303-9
9325611;800.182.535-0
9447976;860.532.426-7
9536791;800.067.129-1
9523263;800.067.129-1
9313280;900.477.097-6
9261815;800.235.053-1
9261827;800.235.053-1
9263112;835.001.707-2
9330824;806.004.303-9
9331397;800.113.951-7
9331529;800.067.129-1
9719941;900.477.097-6
9480540;800.116.249-8
9263124;860.532.426-7
9290048;800.116.249-8
9290103;830.113.435-7
9325843;860.532.426-7
9343895;806.004.303-9
9344069;800.113.951-7
9346768;800.067.129-1
9161479;900.477.097-6
9162045;800.067.129-1
916423;900.371.443-5
9308807;802.008.802-6
9438054;830.506.584-3
9743174;800.113.951-7
9685487;800.116.249-8
9792450;901.102.112-3
9584035;806.004.303-9
9311476;901.102.112-3
663494;900.025.233-2
666317;900.025.233-2
669619;900.025.233-2
9162980;835.001.707-2
9164029;860.031.615-2
9231743;800.235.053-1
9231755;800.235.053-1
9231755;860.005.101-9
9344461;800.067.129-1
9347059;900.477.097-6
9159725;860.532.426-7
9308871;800.067.129-1
9301926;860.005.101-9
9500807;800.067.129-1
9269063;800.067.129-1
9295012;800.067.129-1
9135913;800.067.129-1
9136955;800.116.249-8
53340;900.025.233-2
9267297;835.001.707-2
9238167;860.532.426-7
9238686;811.001.005-3
9301938;860.005.101-9
9461283;800.113.951-7
9765718;800.067.129-1
9251286;800.256.551-8
9743174;900.477.097-6
9736949;800.113.951-7
9120334;900.624.883-1
9238698;811.001.005-3
9267297;835.001.500-5
9267663;860.031.615-2
9283863;802.008.802-6
9285108;800.113.951-7
9567037;860.532.426-7
7045683;839.000.441-9
9414890;800.067.129-1
9285419;800.116.249-8
9376945;800.256.551-8
9719941;901.102.112-3
9585572;900.864.362-3
9750830;800.067.129-1
9705134;900.477.097-6
9481257;800.113.951-7
9396488;800.256.551-8
9703239;800.067.129-1
9161211;900.477.097-6
9161261;806.004.303-9
9310135;800.067.129-1
9301079;800.067.129-1
9360958;806.004.569-0
9120982;806.004.303-9
9121421;800.181.561-8
9121742;800.067.129-1
9122928;800.116.249-8
9361201;800.067.129-1
9360324;800.182.535-0
9375886;800.116.249-8
9332523;800.067.129-1
9235854;900.477.097-6
9305295;900.477.097-6
9271391;800.113.951-7
9753351;860.532.426-7
9557874;900.864.362-3
9446879;800.113.951-7
9498781;800.113.951-7
9794719;800.256.551-8
9251626;800.235.053-1
9123740;800.116.249-8
9127681;860.532.426-7
9127681;800.067.129-1
9064839;890.916.161-9
907370;900.025.233-2
9074781;800.067.129-1
9473353;900.477.097-6
9008732;860.532.426-7
9198240;800.067.129-1
9320001;800.235.053-1
9282950;860.005.101-9
9283186;860.031.615-2
9081033;806.004.303-9
9083811;800.116.249-8
9216224;900.477.097-6
1259841;900.025.233-2
9016674;900.477.097-6
9019119;900.477.097-6
9300881;800.116.249-8
9622679;830.506.584-3
9595046;860.532.426-7
9610286;830.506.584-3
9287182;901.102.112-3
9525625;802.019.981-3
9304746;802.008.802-6
9304758;800.159.356-2
9038488;900.477.097-6
8617926;890.916.161-9
8623470;860.005.101-9
9379129;800.181.561-8
9379143;800.067.129-1
9354909;800.182.535-0
9355185;860.005.101-9
9358319;800.256.551-8
9358319;800.181.561-8
9376000;800.067.129-1
9481441;860.532.426-7
9344693;860.532.426-7
9657777;900.477.097-6
9546899;860.532.426-7
9406489;806.004.303-9
8700228;900.477.097-6
8707343;806.004.569-0
813522;900.025.233-2
8173-4120-3;900.025.233-2
819346;900.025.233-2
9378242;860.532.426-7
9382700;800.182.535-0
9383857;800.067.129-1
9384033;800.182.535-0
9387334;800.067.129-1
9380805;800.067.129-1
900913;900.025.233-2
9300520;835.001.707-2
9300532;800.246.993-7
9300788;835.001.500-5
9300855;800.116.249-8
9363455;900.477.097-6
9363479;800.182.535-0
9363649;860.532.426-7
9364277;900.477.097-6
9691620;900.477.097-6
9446453;900.624.883-1
9730830;800.116.249-8
9463308;800.067.129-1
9113410;800.067.129-1
9384916;800.067.129-1
9384930;800.067.129-1
9303053;900.477.097-6
9405071;806.004.303-9
9405485;800.067.129-1
9421166;800.067.129-1
9364758;800.067.129-1
9726504;900.477.097-6
9708332;800.067.129-1
9685487;901.102.112-3
9485887;800.067.129-1
9406518;800.067.129-1
9642356;860.532.426-7
9678484;830.506.584-3
8917534;890.916.161-9
856976;900.025.233-2
9364796;860.532.426-7
9387920;800.067.129-1
9391440;800.256.551-8
9717400;800.067.129-1
9590060;900.477.097-6
9739032;900.477.097-6
9497361;800.067.129-1
9304215;800.113.951-7
857469;900.025.233-2
858024;900.025.233-2
859680;900.025.233-2
859950;900.371.443-5
860975;900.025.233-2
861427;900.025.233-2
861472;900.025.233-2
8407735;800.116.249-8
83128-A;900.025.233-2
9327671;800.249.687-1
9339478;800.067.129-1
9340453;802.017.871-2
9340465;802.017.871-2
9399935;800.182.535-0
9400942;819.005.800-1
9439412;806.004.303-9
9439125;806.004.303-9
831957;900.025.233-2
8320767;860.532.426-7
8321345;860.532.426-7
835555;900.025.233-2
837167;900.371.443-5
837462;900.025.233-2
837857;900.371.443-5
838656;900.025.233-2
9329473;806.004.569-0
9329813;800.067.129-1
9320001;800.249.687-1
9320295;860.532.426-7
9320398;800.249.687-1
9439412;800.067.129-1
9439589;806.004.303-9
9439773;802.017.871-2
9423073;800.067.129-1
9423073;806.004.303-9
9717632;860.532.426-7
9548586;800.113.951-7
8909070;860.532.426-7
9393187;860.532.426-7
8802090;900.477.097-6
8803355;800.181.561-8
8811950;860.532.426-7
7926162;806.004.303-9
7926174;900.477.097-6
7926174;860.532.426-7
9251614;800.235.053-1
9440136;800.182.535-0
9422328;800.067.129-1
9422079;900.477.097-6
9440978;800.116.249-8
9144500;860.532.426-7
914565;900.371.443-5
9146003;900.477.097-6
9728136;860.532.426-7
9739018;800.067.129-1
9500754;830.506.584-3
9333759;800.116.249-8
9735103;800.116.249-8
9461661;800.256.551-8
9705158;830.506.584-3
7ABA-2-84-08;900.025.233-2
745255;900.025.233-2
745979;900.025.233-2
746304;900.025.233-2
732996;900.629.627-3
733300;900.025.233-2
735303;900.371.443-5
735745;900.025.233-2
6717497;900.260.012-8
8300535;835.001.707-2
9196838;860.005.101-9
9197040;835.001.707-2
9450844;860.532.426-7
9451628;806.004.303-9
9451719;806.013.504-0
674896;900.025.233-2
676011;900.025.233-2
677256;900.025.233-2
692209;900.025.233-2
700259;900.025.233-2
72320;900.025.233-2
54084J708;900.025.233-2
56012-6150;900.025.233-2
5874;900.025.233-2
61B2897;900.025.233-2
9197117;800.246.993-7
9199842;800.246.993-7
9200407;800.246.993-7
9294874;860.532.426-7
9295165;800.235.053-1
9295177;800.235.053-1
9295945;860.005.101-9
621922;900.371.443-5
639596;900.025.233-2
6410ZG1998;900.025.233-2
652831;900.025.233-2
653546;900.025.233-2
659403;900.025.233-2
7186ZG2003;900.025.233-2
4716;900.025.233-2
5327;900.025.233-2
5888;900.025.233-2
9296303;860.532.426-7
9278777;800.116.249-8
9278868;835.001.707-2
9279977;800.249.687-1
5891;900.025.233-2
1040253;900.025.233-2
1047418;900.025.233-2
1049973;900.025.233-2
1077510;900.025.233-2
1085825;900.025.233-2
41504-10-B;891.701.623-1
41714-10-A;900.629.627-3
42233-11-B;900.025.233-2
9238739;860.005.101-9
42258-PEXT-2;900.025.233-2
42891-11-C;900.629.627-3
43170-11-A;891.701.623-1
43762-12;900.629.627-3
44086-12;900.629.627-3
4620158119;900.025.233-2
46570-15;900.025.233-2
47240-PEXT;900.371.443-5
484;900.025.233-2
9239458;835.001.500-5
9209219;860.532.426-7
9210440;806.004.569-0
9211107;835.001.707-2
9303170;860.006.765-3
9461087;800.067.129-1
9461269;806.004.303-9
9461350;800.067.129-1
9461659;860.532.426-7
9461661;800.182.535-0
9461697;800.182.535-0
5008;900.025.233-2
1096111;900.629.627-3
1097973;900.025.233-2
1100990;900.025.233-2
1108318;900.371.443-5
1121223;900.025.233-2
1129032;900.025.233-2
1136788;900.025.233-2
1151111;900.025.233-2
1179839;900.025.233-2
1182803;900.025.233-2
9303778;802.008.802-6
9303869;860.532.426-7
9304370;800.246.993-7
9282778;860.532.426-7
9282950;800.235.053-1
9435856;860.532.426-7
9436953;800.116.249-8
1190816;900.025.233-2
23065Z2011;900.025.233-2
23848Z2014;900.025.233-2
23L;900.025.233-2
2632618;900.025.233-2
26352008;900.025.233-2
265526670;900.025.233-2
26793BR;900.025.233-2
28436;900.025.233-2
2855;900.025.233-2
301682;900.025.233-2
9256377;860.006.765-3
9191565;835.001.707-2
9248095;800.235.053-1
9249271;860.532.426-7
9424651;800.181.561-8
9425540;800.182.535-0
9425904;900.149.893-6
9425954;900.477.097-6
373501;900.025.233-2
1201861;900.025.233-2
1214410;900.025.233-2
1224119;900.025.233-2
12241I9;900.025.233-2
1224281;900.025.233-2
1229998;900.025.233-2
1230037;900.025.233-2
1236311;900.025.233-2
1244389;900.025.233-2
1253347;900.371.443-5
9250579;800.246.993-7
9315343;806.004.569-0
9315965;811.001.005-3
9316189;800.246.993-7
9316933;800.116.249-8
9316933;830.506.584-3
7825411;800.249.687-1
9142162;811.001.005-3
9142174;811.001.005-3
9297527;800.235.053-1
9401025;802.017.871-2
9401960;800.067.129-1
9402940;800.113.951-7
9403023;900.477.097-6
9453535;806.004.303-9
9454292;800.113.951-7
9454292;800.067.129-1
9455545;900.477.097-6
1253884;900.025.233-2
9419008;860.532.426-7
9225017;806.004.303-9
9216509;800.067.129-1
9604861;800.067.129-1
SA1065;900.025.233-2
LI7020;900.025.233-2
9342906;806.004.569-0
9290115;830.113.435-7
9455703;800.182.535-0
9455741;800.256.551-8
9365817;800.182.535-0
9365910;860.532.426-7
9366299;800.256.551-8
9367401;860.532.426-7
LK8155;900.025.233-2
LR684552;900.025.233-2
LRF18946;900.371.443-5
MC-05-680;800.116.249-8
9738947;800.067.129-1
9742663;860.532.426-7
983400;900.025.233-2
991868;900.025.233-2
9291066;835.001.500-5
9292448;811.001.005-3
9367700;802.017.871-2
9453224;800.067.129-1
9473092;802.017.871-2
9615767;900.477.097-6
9616905;800.067.129-1
9619892;900.477.097-6
9218789;800.067.129-1
9426867;800.067.129-1
9629574;800.256.551-8
9321639;860.532.426-7
9321639;835.001.500-5
9322970;860.532.426-7
9268916;800.246.993-7
9395238;900.477.097-6
9396799;800.182.535-0
9397535;800.256.551-8
9397781;800.181.561-8
9483827;800.113.951-7
9442718;800.116.249-8
9333412;800.256.551-8
657481;900.025.233-2
P2015231044;900.025.233-2
DL2706AF;900.371.443-5
DL2707AF;900.629.627-3
DL2838AJ;891.701.623-1
DL4164AJ;900.025.233-2
DL5035AJ;891.701.623-1
9268930;900.477.097-6
9270919;800.067.129-1
9306172;802.008.802-6
9409065;860.532.426-7
9410454;800.067.129-1
9410454;806.004.303-9
9438028;800.067.129-1
9438042;900.477.097-6
9256834;800.067.129-1
9256834;835.001.707-2
9446104;860.005.101-9
9410959;800.067.129-1
9335965;802.008.802-6
9338694;806.004.569-0
9404144;806.013.504-0
9338709;806.004.569-0
9338723;806.004.569-0
9407873;900.149.893-6
9316165;900.477.097-6
9481427;830.506.584-3
9500091;900.477.097-6
9727326;860.532.426-7
9421166;806.004.303-9
9597238;802.019.981-3
9404223;800.181.561-8
9427938;802.008.802-6
9317262;835.001.500-5
9317705;835.001.707-2
9352171;835.001.707-2
9353216;800.116.249-8
9648075;900.477.097-6
9480930;900.477.097-6
9579743;860.532.426-7
9195298;800.113.951-7
9544102;830.506.584-3
9613422;800.116.249-8
9287429;900.477.097-6
9488803;800.116.249-8
9705328;800.113.951-7
9137105;900.477.097-6
9411537;900.149.893-6
9430272;800.256.551-8
9485045;800.116.249-8
9485758;860.532.426-7
9485899;819.005.800-1
9487419;860.532.426-7
9412000;800.256.551-8
9488035;830.506.584-3
9488097;819.005.800-1
9354791;900.477.097-6
9355202;802.008.802-6
9355288;800.235.053-1
9447017;800.067.129-1
9447017;806.004.303-9
9447732;800.182.535-0
9447732;800.116.249-8
9355367;800.235.053-1
