omimatricu;nombrenave;codigo_pais;id_agencia_arribo;codigotiponave;anoconstru;trb;dwt;eslora
9277242;ALTRA;VCT;900.477.097-6;903;2000;295;171;29
9277254;MAROUDIO;MHL;800.067.129-1;401;2000;31269;56021;189.99
9277292;HR RECOMMENDATION;LBR;860.532.426-7;119;2000;8963;10538;134.55
9277321;TIP COPENHAGEN;MLT;860.532.426-7;119;2000;5057;7701;119.98
9277333;TIP STOCKHOLM;MLT;860.532.426-7;119;2000;5057;7762;119.98
927746;WINDWARD;USA;900.371.443-5;516;2000;18;20;13.41
9277486;CIELO DI GENOVA;PAN;860.532.426-7;119;2000;20211;32353.65;177
9277656;ANASTASIA S;MHL;900.477.097-6;401;2000;29990;52808;189.99
9277668;ERMIS;GRC;800.246.993-7;401;2000;29990;52808;189.99
9277711;CAPE ISLAND;CYP;800.067.129-1;401;2000;88249;171516;288.88
9277735;ANNA VICTORIA;DNK;800.182.535-0;200;2000;42432;74999;228.19
9277802;HOEGH AMERICA;BHS;860.031.615-2;171;2000;57718;21182;199.81
9277814;HOEGH AFRICA;BHS;860.031.615-2;171;2000;57718;21214;199.98
9277826;AMBER ARROW;BHS;800.181.561-8;171;2000;57718;21120;199.91
9277838;IVORY ARROW;BHS;860.006.765-3;171;2000;57718;21300;199.98
9278052;ENERGY PRIDE;IMN;800.182.535-0;200;2000;30095;51319;183
9278064;ENERGY PROTECTOR;IMN;800.182.535-0;221;2000;30095;51319;183
9278088;YM WEALTH;LBR;860.005.101-9;130;2000;64254;68615;274.69
9278143;MSC ELENI;PAN;800.249.687-1;130;2000;54881;68254.2;294.05
9278155;MSC NERISSA;PAN;800.249.687-1;130;2000;54881;68121;294.05
9278167;EPHESUS III;MHL;830.506.584-3;401;2000;19796;31818;176.86
9278430;PACIFIC BREEZE;IMN;800.113.951-7;401;2000;39802;76343;225.03
9278533;AQUACHARM;LBR;800.116.249-8;401;2000;87597;171009;289
9278545;AQUABEAUTY;LBR;806.004.303-9;401;2000;87597;171014;289
9278557;AQUABREEZE;GRC;860.532.426-7;401;2000;87597;171012;289
9278569;AQUAGLORY;GRC;800.067.129-1;401;2000;87597;171015;289
9278600;BBC SWEDEN;GIB;800.116.249-8;119;2000;3198;4303;98.86
9278612;TUNA QUEEN;PAN;806.000.321-3;120;2000;4499;4945;120.75
9278648;OCEAN GLORY;CYP;802.019.981-3;401;2000;21185;36529;178.03
9278662;CHEMBULK BARCELONA;SGP;835.001.707-2;221;2000;20058;33573;174.37
9278674;MTM ST JEAN;SGP;900.477.097-6;222;2000;20035;34528;174.38
9278686;E PIONEER;PAN;800.067.129-1;401;2000;28059;45985;179.88
9278715;GINGA TIGER;PAN;835.001.707-2;221;2000;16232;26197;159.98
9278727;GINGA LION;PAN;802.017.871-2;221;2000;16232;26196;159.98
9278739;BIANCO VENTURE;PAN;800.246.993-7;401;2000;19828;33773;175
9278741;CETUS STAR;MLT;800.246.993-7;401;2000;19828;33773;174.7
9278765;KANG YU;CHN;830.506.584-3;402;2000;29342;52988;189
9278777;KANG YAO;HKG;800.116.249-8;401;2000;29342;52988;188.5
9278791;FEDERAL NAKAGAWA;MHL;835.001.500-5;401;2000;20661;36489;199.99
9278806;TAI HAPPINESS;PAN;800.246.993-7;401;2000;29398;52686;188.5
9278818;OCEAN PEARL;TUR;800.067.129-1;401;2000;30651;55557;189.99
927885;ISLA JECHICA;CHL;900.342.455-1;516;2000;31;0;17.49
9278868;WEST BAY;HKG;900.477.097-6;401;2000;30061;52532;189.99
9278911;ALMENDRO;PAN;860.532.426-7;401;2000;21185;32662;178.03
9279111;MTM TOKYO;HKG;900.824.728-4;200;2000;11549;20857;141
9279123;PALLIETER;BEL;800.067.129-1;643;2000;5005;8336;98.02
9279329;GRAND DOLPHIN;PAN;806.004.569-0;171;2000;59217;18369;199.9
9279331;grand aurora;PAN;830.506.584-3;171;2000;59217;18381;199.99
9279367;SPEEDWELL;PAN;900.149.893-6;401;2000;27989;50329;189.8
9279379;CHIOS TRINITY;PAN;800.246.993-7;401;2000;27989;50341;189.8
9279381;ASIA GRAECA;CYP;900.624.883-1;401;2000;39041;73902;224.89
9279537;TOPAZ;MHL;900.477.097-6;401;2000;38845;75499;225
9279549;MEDI CAGLIARI;ITA;860.532.426-7;401;2000;38877;75772;225
9279599;ALAM MURNI;SGP;835.001.707-2;401;2000;29979;53553;189.94
9279719;SEA HELIOS;MLT;900.587.386-1;200;2000;28069;45948;179.88
9279733;SEA HERMES;MLT;900.180.400-9;200;2000;28150;45879;179.88
9279745;OCEAN CHIE;PAN;860.031.615-2;401;2000;30053;52370;189.99
9279769;OCEAN ALLIANCE;PAN;860.031.615-2;401;2000;30053;52388;189.99
9279771;OCEAN PRINCE;MHL;800.067.129-1;401;2000;39964;76423;225
9279783;MARITSA;CYP;800.067.129-1;401;2000;40002;76015;225
9279800;PEDHOULAS MERCHANT;CYP;800.067.129-1;401;2000;43151;82214;228.99
9279812;NOCC KATTEGAT;MHL;830.506.584-3;171;2000;44408;14520;196.4
9279836;DIMITRIS S;GRC;802.010.775-1;401;2000;28171;48821;189.96
9279965;MSC FABIENNE;PAN;800.249.687-1;130;2000;54774;66694;294.1
9279977;MSC POH LIN;PAN;800.249.687-1;130;2000;54774;66786;294.17
9280201;FRANCESCO DI GIORGIO;LUX;890.903.069-2;643;2000;4683;6955;91.83
9280354;COMMANDER;LBR;12.904.400-7;200;2000;38833;71010;228.56
9280366;CONFIDENCE;LBR;800.256.551-8;200;2000;38833;71024;228.56
9280718;BETTY K IX;PAN;900.261.482-0;119;2000;2546;3482.2;86.54
9280809;CSAV LIRQUEN;BHS;900.243.764-6;130;2000;40952;55495;260.86
9280873;ASTRO PERSEUS;GRC;800.182.535-0;200;2000;80620;159116;274.07
9280885;ASTRO PHOENIX;GRC;800.182.535-0;200;2000;80620;159055;274.07
9280964;VAALS;PAN;800.195.272-5;200;2000;1671;3200;106.72
9281009;EVEREST SPIRIT;BHS;800.256.551-8;200;2000;62845;115047.5;249.9
9281011;BLUE PRIDE;BHS;800.182.535-0;200;2000;62845;115047.5;249.9
9281152;ASTRO POLARIS;GRC;800.256.551-8;200;2000;80620;159073.9;274.07
9281267;MSC ORNELLA;PAN;800.249.687-1;130;2000;54304;68372;294.1
9281279;MSC LISA;PAN;800.249.687-1;130;2000;54304;68578;294.1
9281425;GULF PEARL;BHS;800.256.551-8;200;2000;42443;74999;228.19
9281554;MATHEOS I;CYP;800.256.551-8;221;2000;27207;45557;182.83
9281566;MARKOS I;CYP;900.180.400-9;221;2000;27207;45592;182.83
9281578;LOUKAS I;CYP;800.256.551-8;221;2000;27207;45568;182.83
9281712;NIGHTWING;BHS;800.067.129-1;401;2000;84448;170000;289
9281827;TAI PROGRESS;PAN;806.004.303-9;401;2000;41378;77834;224.79
9281853;ANTIKEROS;GRC;800.182.535-0;200;2000;40038;69714;228
9281920;ENERGY PIONEER;SGP;800.256.551-8;221;2000;30131;49999;193
9281932;ENERGY POWER;IMN;800.182.535-0;200;2000;30095;51383;183
9281956;JOSCO NANJING;HKG;900.477.097-6;401;2000;27162;49326;187.5
9282041;AXEL SPIRIT;BHS;800.182.535-0;200;2000;62929;115390.9;249.85
9282053;ESTHER SPIRIT;BHS;800.256.551-8;200;2000;62929;115444.4;249.86
9282168;BOSTON TRADER;SGP;900.088.812-7;130;2000;9528;12930;146.47
9282170;NEW YORK TRADER;MLT;800.220.366-6;119;2000;9528;12890;146.39
9282259;MSC ELA;PAN;800.249.687-1;130;2000;54304;68307;294.06
9282261;MSC ANS;PAN;800.249.687-1;130;2000;54304;68599;294
928229;GOENPLACES II;USA;900.504.340-8;516;2000;14;0;13.76
9282390;YUAN PING SEA;PAN;800.067.129-1;401;2000;30881;55646;185
9282431;CAPE MARIA;MHL;806.004.303-9;401;2000;87440;170012;288.97
9282479;MAGNUS;MHL;900.587.386-1;200;2000;63661;114809;251.55
9282493;BRITISH CORMORANT;IMN;800.182.535-0;200;2000;63462;113781.7;251.5
9282508;BRITISH ROBIN;GBR;800.182.535-0;200;2000;63462;113782;251.5
9282510;ELIXIR;MHL;800.256.551-8;200;2000;28245;46874;179.9
9282522;HIGH POWER;PAN;800.182.535-0;221;2000;28245;46866;179.9
9282558;HIGH PRIORITY;SGP;800.182.535-0;200;2000;28245;46847;179.9
9282613;PELAGIANI;MLT;806.004.303-9;401;2000;21059;35313;175.6
9282625;COMPANION;BHS;800.256.551-8;200;2000;40690;72825;228.6
9282742;OKTEM AKSOY;MLT;860.532.426-7;401;2000;30058;52441;189.99
9282778;ESTIA;PAN;860.532.426-7;401;2000;17679;28701;176.63
9282780;GREAT MORNING;HKG;835.001.707-2;401;2000;17679;28710;176.6
9282792;ATALANDI;GRC;800.256.551-8;200;2000;59781;105306;248
9282871;LORENTZOS;GRC;900.469.304-2;401;2000;31198;53688;189.99
9282924;MTM GIBRALTAR;SGP;900.824.728-4;200;2000;11549;20810;141
9282950;ALM DALLAS;LBR;800.235.053-1;130;2000;54592;66565;294.1
9282998;ANDIMILOS;MHL;800.256.551-8;200;2000;41526;72514;227.8
9283186;MONTE CERVANTES;PRT;860.005.101-9;130;2000;69132;64963;272.08
9283198;MONTE OLIVIA;DEU;860.005.101-9;130;2000;69132;64730;272.02
9283203;MONTE  PASCOAL;DEU;860.005.101-9;130;2000;69132;71494.5;272.02
9283215;MONTE ROSA;DEU;860.005.101-9;130;2000;69132;71297;272
9283227;MONTE SARMIENTO;DEU;860.005.101-9;130;2000;69132;65028;272.02
9283239;MONTE VERDE;DEU;860.005.101-9;130;2000;69132;65005;272.02
9283306;VENICE;GRC;800.256.551-8;200;2000;61724;109637;244.6
9283617;PGC IKAROS;BHS;800.256.551-8;200;2000;40690;72829.07;228.6
9283629;ASPROPYRGOS;BHS;900.587.386-1;200;2000;40690;72854.26;228.6
9283631;ERATO;BHS;900.477.097-6;401;2000;40485;74444;225
9283643;STRATTON;MHL;900.477.097-6;401;2000;40485;74403;225
9283693;AS PALINA;LBR;800.235.053-1;130;2000;26833;34567;210.07
9283708;AS PETRA;LBR;800.250.763-5;130;2000;26833;34314;210.06
9283710;TORM HORIZON;DNK;800.256.551-8;200;2000;29242;46955;183.2
9283722;TEESTA SPIRIT;BHS;900.180.400-9;221;2000;29242;44999;183.2
9283734;TULA;MEX;800.182.535-0;200;2000;29242;46911;183.32
9283784;HUGLI SPIRIT;BHS;800.182.535-0;200;2000;29242;46889;183.2
9283837;CLIPPER LASCO;SGP;860.532.426-7;401;2000;16954;28371;169.26
9283849;PANFORCE;LBR;802.019.981-3;119;2000;16954;28388;169.26
9283863;CAPRICORNUS LEADER;PAN;802.008.802-6;171;2000;61854;20120;199.94
9283875;PHOENIX LEADER;PAN;860.001.560-8;171;2000;61804;20146;199.94
9283887;SAGITARIUS LEADER;PAN;802.008.802-6;171;2000;61804;20098;199.94
9283954;LISANNA;ATG;860.532.426-7;119;2000;9611;12786;138.7
9283992;THETIS;BHS;806.004.303-9;401;2000;40160;73582.72;225
9284001;PORT PEGASUS;HKG;800.067.129-1;401;2000;19887;32773.66;177
9284269;BAKER RIVER;HKG;835.001.707-2;401;2000;31232;56094;189.99
9284348;CK GLORY;PAN;900.509.692-8;401;2000;27259;49406;187.5
9284477;STAR ZETA;MHL;800.067.129-1;401;2000;29357;52994;188.5
9284491;NORD MARU;PAN;800.067.129-1;401;2000;30684;55745;190
9284544;SSI AVENGER;MHL;900.477.097-6;401;2000;29414;52949;188.5
9284556;TAI HAWK;PAN;860.532.426-7;401;2000;29398;52686;188.5
9284570;FLECHA;MLT;800.067.129-1;401;2000;87440;170012;288.97
9284659;MSXT VIVIENNE;HKG;901.102.112-3;401;2000;88955;175085.5;289
9284702;FEDERAL KUSHIRO;PAN;900.149.893-6;401;2000;19223;32762;190.43
9284740;CENTAURUS LEADER;SGP;802.008.802-6;171;2000;62195;21471;199.4
9284752;LYRA LEADER;JPN;802.008.802-6;171;2000;62623;21453;199.94
9284764;GRAND PHOENIX;PAN;802.008.802-6;171;2000;59217;18383;199.9
9284776;GRAND PAVO;PAN;860.532.426-7;171;2000;59217;18376;199.99
9284817;KRITI AMBER;GRC;900.180.400-9;200;2000;30971;49968;189
9284843;JAEGER;MHL;830.506.584-3;401;2000;30012;53873;189.99
9284855;M/V VAMOS;LBR;900.624.883-1;401;2000;39974;76284;225
9284879;EIRINI P.;LBR;800.067.129-1;401;2000;39974;76466;225
9284881;MELITE;MHL;900.477.097-6;401;2000;39964;76436;225
9284893;NAVIOS ALEGRIA;PAN;900.477.097-6;401;2000;39974;76466;225
9284908;STAR EMILY;MHL;800.113.951-7;401;2000;39989;76417;225
9284946;AUSTRALIS;GRC;860.532.426-7;200;2000;156914;299095;329.99
9285017;KANG CHENG;HKG;800.067.129-1;401;2000;30963;55541;189.9
9285029;KUJAWY;BHS;800.116.249-8;401;2000;24109;38889;189.99
9285108;NEW LIULINHAI;PAN;800.113.951-7;401;2000;30953;55676;189.9
9285110;PLACID SEA;PAN;900.477.097-6;401;2000;30953;55604;189.9
9285122;MAZURY;BHS;800.113.951-7;401;2000;24109;38980.5;189.99
9285134;PODHALE;BHS;830.506.584-3;401;2000;24109;38000;189.98
9285146;WARMIA;BHS;800.113.951-7;401;2000;24109;38980;189.99
9285158;ALAM PADU;MYS;800.067.129-1;401;2000;46982;87052;229
9285328;VERONICA  PG;IMN;800.181.561-8;221;2000;6688;10632;126.95
9285354;UBC TAMPICO;CYP;802.019.981-3;401;2000;24140;37821;182.59
9285407;CLIPPER VALOUR;BHS;860.532.426-7;401;2000;22072;34790;179.28
9285419;CS VANGUARD;BHS;800.116.249-8;401;2000;22072;34812;179.28
9285469;CHEMBULK HOUSTON;SGP;802.019.981-3;221;2000;9230;16922;135.53
9285615;MORNING CALM;BHS;806.004.569-0;171;2000;57692;21005;199.95
9285627;MORNING CHAMPION;BHS;806.004.569-0;171;2000;57692;0;0
9285639;MORNING COURIER;BHS;806.004.569-0;171;2000;57692;21053;199.94
9285641;MORNING CROWN;BHS;806.004.569-0;171;2000;57692;21052;199.94
9285665;MSC YOKOHAMA;LUX;800.249.687-1;130;2000;83133;99066;299.99
9285689;MSC SEATTLE;LUX;800.249.687-1;130;2000;83133;93728;300.07
9285706;BRITISH TENACITY;IMN;800.182.535-0;200;2000;29335;46803;183.22
9285732;UNITY;IMN;800.256.551-8;221;2000;29335;46803;183.22
9285744;FIDELITY;IMN;800.256.551-8;200;2000;29335;46803;183.22
9285756;LIBERTY;IMN;900.180.400-9;200;2000;29335;46803;183.22
9285835;DUBAI HARMONY;LBR;800.256.551-8;200;2000;62806;115341;249.9
9285847;DUBAI HOPE;BHS;800.256.551-8;200;2000;62806;115340;249.86
9285859;DUBAI HORIZON;LBR;800.256.551-8;200;2000;62806;115341;249.9
9285861;MINERVA IRIS;GRC;900.587.386-1;200;2000;58156;103123.7;243.58
9285940;REDHEAD;HKG;860.532.426-7;401;2000;22792;37193;199.9
9285976;CSCL ASIA;HKG;806.004.569-0;130;2000;90645;33230;333.99
9286009;CSCL OCEANIA;HKG;806.004.569-0;130;2000;90645;101810;333.9
9286023;MEGANISI;GRC;800.256.551-8;200;2000;41526;72515;227.8
9286059;BALTIC SUN II;MLT;800.256.551-8;221;2000;23235;37305;182.55
9286229;GODAVARI SPIRIT;BHS;800.256.551-8;200;2000;81074;159106;274.48
9286231;CONTI EVEREST;MLT;900.298.043-0;130;2000;90745;101661;334
9286281;KAVERI SPIRIT;BHS;860.532.426-7;200;2000;81074;159100;274.48
928642;AZZURRO;GBR;891.701.623-1;810;2000;27;20;12.97
9286451;CARIBE ROSA;BHS;900.587.386-1;221;2000;5422;10126.5;118.37
9286566;YASA NESLIHAN;MHL;800.113.951-7;401;2000;42895;82849;228.99
9286592;OCEAN LORD;PAN;800.113.951-7;401;2000;42887;82977;228.99
9286621;RED GARDENIA;PAN;800.067.129-1;401;2000;39964;76294;225
9286633;PROTEFS;BHS;900.477.097-6;401;2000;40230;73630;225
9286774;AS PAULINA;LBR;800.182.535-0;130;2000;26833;34287;210.07
9286786;AS PETRONIA;LBR;800.235.053-1;130;2000;26833;34282;210.07
9286798;ANANGEL   INNOVATION;GRC;800.067.129-1;401;2000;87050;171681;289
9286803;PIONEER;GRC;860.532.426-7;401;2000;87050;171681;289
9286865;NAVIOS ORBITER;PAN;860.532.426-7;401;2000;39727;76602;224.94
9286906;IRIS II;PAN;900.149.893-6;401;2000;38871;75198;225
9286932;MIYAMA;MHL;800.067.129-1;401;2000;38871;75777;225
9286956;BELLAMYS;LBR;860.532.426-7;401;2000;39964;76286;225
9287132;TORM BORNHOLM;SGP;900.149.893-6;401;2000;40030;75912;225
9287168;MEDI BALTIMORE;ITA;806.004.303-9;401;2000;39976;76469;225
9287170;MICHELE D???AMATO;ITA;900.477.097-6;401;2000;39969;78422;225
9287182;GLORY AMSTERDAM;PAN;830.506.584-3;401;2000;40017;77171;225
9287297;FAIRCHEM MUSTANG;PAN;900.509.692-8;221;2000;11627;20622;137.92
9287340;UBC STAVANGER;CYP;800.246.993-7;401;2000;19748;31751;171.59
9287429;GENCO CHALLENGER;HKG;900.477.097-6;401;2000;16978;28428;169.26
9287443;PENSILVANIA;COL;827.000.681-6;119;2000;4819;7837;118.55
9287778;GLORY TRADER;PAN;830.506.584-3;401;2000;41205;77684;224.79
9287895;JENNIFER RICKMERS;LBR;800.249.687-1;130;2000;54214;68187;294.05
9287900;AUGUST;MHL;900.606.944-4;130;2000;54214;68149;294.05
9287924;MARGRIT RICKMERS;LBR;800.220.366-6;130;2000;54214;68042;294.07
9287986;LEVAN;BHS;830.506.584-3;401;2000;31198;53588;189.99
9287998;SERENITY I;MHL;806.004.303-9;401;2000;31198;53688;189.99
9288021;TORM HELVIG;DNK;800.256.551-8;200;2000;30018;46187;183
9288045;STATENGRACHT;NLD;890.916.161-9;119;2000;16676;21324;173.18
9288100;JARA;PAN;800.195.272-5;903;2000;313;0;30.82
9288239;ANSAC SPLENDOR;PAN;800.246.993-7;401;2000;19885;32739;177
9288265;ENERGY CHALLENGER;IMN;800.256.551-8;200;2000;42172;70681;228
9288291;FEDERAL SAKURA;MHL;800.246.993-7;401;2000;19165;32583;190.44
9288332;SEABOSS;MLT;800.067.129-1;401;2000;30936;55426;189.98
9288356;ENERGY CHAMPION;IMN;800.256.551-8;200;2000;42172;69999;228
9288382;ASPHALT EAGLE;GRC;860.532.426-7;200;2000;27284;46178;182.5
9288394;APL GERMANY;LBR;800.159.356-2;130;2000;66462;67009;280.54
9288409;APL SPAIN;SGP;800.159.356-2;130;2000;66462;67009;280.54
9288435;MULBERRY PARIS;HKG;900.469.304-2;401;2000;39964;76492;225
9288447;MAGIC P;PAN;860.532.426-7;401;2000;39964;76453;225
9288459;PROTEAS;PAN;800.067.129-1;401;2000;39964;76454;225
9288473;GLORY;MHL;800.067.129-1;401;2000;39964;76508;225
9288538;ROSCO CYPRESS;HKG;860.532.426-7;401;2000;40014;76801;225
9288540;LAURETTA;PAN;800.067.129-1;401;2000;17951;29870;170.7
9288552;ROJAREK NAREE;THA;800.246.993-7;401;2000;17951;29870;170.7
9288576;FAIRCHEM FRIENDSHIP;PAN;800.067.129-1;221;2000;11594;19772.79;144.03
9288734;SEABRAVERY;MLT;800.256.551-8;200;2000;57296;105042;244
9288746;SEABORN;MLT;800.256.551-8;200;2000;57296;33;243.96
9288758;INTEGRITY;IMN;900.180.400-9;200;2000;29335;46803;183.22
9288760;BRITISH CHIVALRY;IMN;800.256.551-8;200;2000;29335;46803;183.22
9288813;BRITISH HARMONY;GBR;800.182.535-0;200;2000;29335;46803;183.22
9288825;BRITISH COURTESY;GBR;800.182.535-0;200;2000;29214;48577;183.88
9288837;BRITISH SERENITY;IMN;800.182.535-0;200;2000;29214;47210;183.88
9288849;BRITISH TRANQUILLITY;GBR;800.182.535-0;200;2000;29214;47210;183.88
9288851;HS TOSCA;MLT;800.256.551-8;200;2000;62796;115630;249.86
9288863;SEAQUEEN;MLT;800.256.551-8;200;2000;62796;115639;249.87
9288887;NORDIC FREEDOM;BHS;800.256.551-8;221;2000;83594;159331;274
9288928;CAPE BEALE;MHL;800.256.551-8;221;2000;25108;39999;175.93
9289025;SPAR LYNX;NOR;800.067.129-1;401;2000;32474;53162;190
9289063;LAURA SCHULTE;LBR;860.031.615-2;130;2000;18334;23286.6;175.59
9289166;NEDAS;GRC;800.182.535-0;200;2000;35711;61328;213.4
9289178;XANTHOS;LBR;800.256.551-8;200;2000;35711;61369;213.35
9289518;AJAX;BHS;800.256.551-8;221;2000;30053;53095;186
9289532;APOLLON;BHS;800.256.551-8;221;2000;30053;53148;186.42
9289556;MANHATTAN;LBR;811.001.005-3;130;2000;54592;66633;294.17
9289568;VIRGINIA;LBR;860.031.615-2;130;2000;54592;66644;294.16
9289726;ARGENTA;GRC;800.067.129-1;200;2000;161175;319180;333
9289738;HIGH VALOR;LBR;800.256.551-8;200;2000;30048;45999;183
9289764;RELIANCE II;SGP;800.116.249-8;221;2000;30032;46108;183.09
9289788;WESTMORE;MHL;900.180.400-9;221;2000;30032;46101.02;183
9289855;WESTERN ALBERTITO;MHL;900.477.097-6;401;2000;16966;28498;169.26
9289910;MORNING MIDAS;GBR;806.004.569-0;171;2000;46800;0;182.8
9289922;MAERSK SANA;LBR;800.235.053-1;130;2000;93511;97517;355
9289946;MAERSK SARNIA;LBR;860.005.101-9;130;2000;93511;97543;335
9289960;MP THE GRONK;LBR;800.235.053-1;130;2000;54214;68168;294.08
9289972;AGNES RICKMERS;LBR;800.220.366-6;130;2000;54214;68017;294.05
9290048;BBC CHILE;ATG;800.116.249-8;119;2000;7813;10384.75;145.63
9290074;THORCO CROWN;ATG;900.469.304-2;119;2000;7767;10683.06;145.63
9290103;CSCL SYDNEY;HKG;806.013.504-0;130;2000;39941;50500;260.01
9290115;CSCL NEW YORK;HKG;806.013.504-0;130;2000;39941;50794;259.8
9290127;CSCL MELBOURNE;HKG;806.013.504-0;130;2000;39941;50796;260.04
9290141;DANAE;CYP;800.067.129-1;401;2000;41059;75348.72;225
9290153;SPITHA;CYP;800.113.951-7;401;2000;41059;75410.81;225
9290177;VERA D;PRT;900.491.287-7;130;2000;17188;22513;178.57
9290268;CHIN SHAN;PAN;800.067.129-1;401;2000;91166;175569;289
9290294;AL HABIBAH;DMA;800.256.551-8;200;2000;57226;105946;243.96
9290323;AEGEAN ANGEL;GRC;800.256.551-8;200;2000;81074;159092;274.47
9290359;OTTOMAN NOBILITY;TUR;900.587.386-1;200;2000;79903;149999;269.19
9290361;SEAOATH;MLT;800.256.551-8;200;2000;57162;105472.2;243.98
9290426;SANTA PHILIPPA;DEU;860.006.765-3;130;2000;54809;67273;294.51
9290438;SEASONG;MLT;800.256.551-8;200;2000;57162;105459.3;243.98
9290452;OCTAVIA;MHL;800.235.053-1;130;2000;53807;66501;294.12
9290529;MAXINE;SGP;800.249.687-1;130;2000;54605;67022;294.1
9290543;MSC SUSANNA;PAN;800.249.687-1;130;2000;107849;117063.1;336.66
9290555;MSC CHICAGO;DEU;800.249.687-1;130;2000;107849;109835;336.67
9290567;SANTA LORETTA;DEU;800.235.053-1;130;2000;107849;110860;336.68
9290579;TORM RAGNHILD;MHL;800.182.535-0;221;2000;30018;46187;183
9290593;BULK CHINA;MLT;800.067.129-1;401;2000;88661;176274;289
9290658;TORM REPUBLICAN;DNK;800.256.551-8;221;2000;29242;469200;183.2
9290660;TORM PLATTE;DNK;802.010.775-1;221;2000;29242;46955;183.2
9290696;TAI PROMOTION;PAN;806.004.303-9;401;2000;41378;77834;225
9290804;LOA;LBR;900.243.764-6;130;2000;42382;52683;268.8
9290816;LIMARI;BMU;802.008.802-6;130;2000;42382;52683;268.8
9290854;IRIS HALO;PAN;900.469.304-2;401;2000;31247;56034;189.99
9290866;FRIEDA SELMER;MHL;800.116.249-8;401;2000;31218;55718;189.99
9290880;SOUTHERN WISDOM;PAN;800.067.129-1;401;2000;88548;177325;289
9290892;ELIZABETH RIVER;HKG;819.005.800-1;401;2000;31235;56035;189.99
9290933;AUTHENTIC;GRC;800.256.551-8;200;2000;78922;151000;274.2
9291066;HARBOUR CLOUD;BHS;802.010.775-1;221;2000;11191;16882;138.11
9291119;ATLANTIC HERO;BHS;800.067.129-1;401;2000;38871;77696;225
9291212;PORT KENNY;HKG;806.012.551-2;401;2000;16960;28449;169.26
9291236;AKTEA;GRC;800.182.535-0;200;2000;60007;107091;248
9291250;ALMI STAR;LBR;800.256.551-8;200;2000;62877;114880;249.9
9291286;ATHINA;BHS;800.256.551-8;200;2000;161382;299987;333.03
9291389;THOR MADOC;SGP;900.477.097-6;401;2000;30743;55695;189.99
9291418;THOR;MHL;830.506.584-3;401;2000;40060;76838;225
9291420;LORD BYRON;MHL;901.205.751-2;401;2000;40060;76838;225
9291456;MTM ANTWERP;SGP;800.067.129-1;221;2000;11628;20704;145.53
9291779;AGIOS NIKOLAS;GRC;800.067.129-1;401;2000;39818;76390;225.03
929189;SAMBA;FRA;900.342.455-1;516;2000;32;0;11.97
9291963;BBC CAMPANA;ATG;900.477.097-6;119;2000;9618;12837;138.5
9291975;BBC PLATA;ATG;800.116.249-8;119;2000;9618;12837;138.48
9291987;LEVANTE;MLT;830.506.584-3;119;2000;24960;35200;188.28
9292034;TOWER BRIDGE;LBR;800.256.551-8;200;2000;27725;47199;175.79
9292046;TORGOVY BRIDGE;LBR;800.256.551-8;200;2000;27725;46697;0
9292060;TAVRICHESKY BRIDGE;LBR;860.532.426-7;200;2000;27725;46697;182.32
9292113;BW SOMBEKE;BEL;802.010.775-1;5;2000;25994;29213;180
9292151;HS HUMBOLDT;MLT;800.249.687-1;130;2000;54271;67679;294.09
9292163;FRONT FORCE;MHL;800.256.551-8;200;2000;156873;305442;330.25
9292175;SINO BRIDGE;PAN;800.235.053-1;130;2000;54519;65038;294.12
9292187;SEAKING;BHS;800.067.129-1;200;2000;161382;318669;333
9292204;ADYGEYA;LBR;800.067.129-1;200;2000;57177;105926;243.98
9292230;BEIJING BRIDGE;PAN;800.235.053-1;130;2000;54519;65038;294.12
9292266;GRACE BRIDGE;PAN;800.235.053-1;130;2000;54519;67349;295
9292345;OPAL EXPRESS;MHL;800.182.535-0;221;2000;28844;48635;179.99
9292357;HIGH PROSPERITY;LBR;900.180.400-9;200;2000;28794;48711;179.99
9292448;MARFRET DOUCE FRANCE;FRA;811.001.005-3;130;2000;14106;17145;154.56
9292503;HELGA SPIRIT;BHS;800.256.551-8;200;2000;62929;115515;249.86
9292577;KRITI EMERALD;LBR;800.256.551-8;200;2000;30971;49964;189.02
9292618;ANASTASIA;CYP;900.477.097-6;401;2000;41059;43474;225
9292620;AFRODITE;BHS;900.180.400-9;200;2000;30053;53081;186.41
9292632;BUNGA KASTURI DUA;MYS;800.182.535-0;200;2000;157098;300542;329.99
9292761;LIBRAMONT;BEL;802.010.775-1;5;2000;25994;29328.2;180
9292840;VALTAMED;ITA;860.532.426-7;200;2000;83669;158609;274
9292967;ARIADNE;BHS;800.256.551-8;221;2000;30053;53021;186.41
9293002;PRIMO STEALTH;MLT;800.256.551-8;200;2000;58418;105034;243.8
9293105;REA;MLT;806.004.303-9;401;2000;30000;53125;189.94
9293117;CAPE BARI;MHL;800.256.551-8;200;2000;81076;159186;274.47
9293129;CAPE BASTIA;MHL;800.256.551-8;200;2000;81076;159155;274.47
9293131;BONNY;MHL;800.067.129-1;200;2000;81076;159152;274.47
9293143;CAPE BRINDISI;MHL;800.256.551-8;200;2000;81076;159195;274.47
9293167;MONGOOSE HUNTER;LBR;800.235.053-1;130;2000;58289;64519;294.13
9293179;MSC MIRELLA;LBR;800.249.687-1;130;2000;58289;64513;294.13
